corpus,titolo,sequenza,tipo,n_eventi,gamma,gamma_A1,gamma_A2,cv_tau
grok_v01,Brazil,brazilian,keyword,22,1.116351619832792,0.9717088512835105,1.0527981196107703,1.2327624453977193
grok_v01,Brazil,that,appaiata,35,0.9683177236167698,0.9382238007540497,0.9603681143440514,0.7863049902893767
grok_v01,Brazil,which,appaiata,29,0.9760501570672268,0.993637375417693,0.9883036694425966,0.998012397875839
grok_v01,Brazil,but,appaiata,27,0.9382436710856393,0.952414125997732,0.9434228807047199,0.8633083962404798
grok_v01,Brazil,these,appaiata,26,0.809035903649037,0.9004219056510742,0.8046311649032356,0.5726879344349026
grok_v01,Brazil,this,appaiata,24,0.9368193735624437,0.9215404908314002,0.928896981214745,0.8212295877320545
grok_v01,Brazil,while,appaiata,21,0.8901212754281365,0.9356716379357214,0.8820249319080343,0.7286594355774149
grok_v01,Brazil,at,appaiata,20,1.0223468932207656,1.0003042809442306,1.020115804367087,0.8624964214481315
grok_v01,Artificial intelligence,vocali,vocali,19020,1.361770850924265,0.9851075010737743,1.0187539706560642,0.572745575871762
grok_v01,Artificial intelligence,spazio,spazio,7893,1.2659525621281016,0.9861682013564987,1.0602678306001267,0.4665715277087907
grok_v01,Artificial intelligence,e,lettera,5487,1.046092186991942,1.0122214137292798,0.9588045820667405,0.8766431134177515
grok_v01,Artificial intelligence,i,lettera,4644,1.3634214571374705,0.9880637902390027,0.9508965992376166,0.916723070801539
grok_v01,Artificial intelligence,a,lettera,4232,0.9226647026963251,0.9200059336759031,1.0009962369874978,0.8465528191506874
grok_v01,Artificial intelligence,n,lettera,4144,1.0846129933958975,0.9693366453379403,0.9985749746611289,0.8721571827855323
grok_v01,Artificial intelligence,t,lettera,3943,1.1821930531440084,0.9643421322214274,0.9936910613464042,0.8938972552914066
grok_v01,Artificial intelligence,r,lettera,3355,1.0942344796536838,1.0073076629201088,1.0334247546067479,0.8693465271272293
grok_v01,Artificial intelligence,s,lettera,3338,0.941901978778799,0.9679273394614286,0.9681322634167077,0.9617024312144541
grok_v01,Artificial intelligence,o,lettera,3274,1.0805925686871154,0.9792239077026038,1.0106052012045088,0.8773655659094011
grok_v01,Artificial intelligence,l,lettera,2267,1.0226885093164053,0.9652622971984094,0.9697091637705054,0.9691494505209067
grok_v01,Artificial intelligence,c,lettera,2125,0.9833310902052658,1.0124106341921013,0.9403053538096201,0.9262050405065503
grok_v01,Artificial intelligence,d,lettera,1859,1.1846936950578266,0.9726885751727229,0.975608866139868,0.964814982064805
grok_v01,Artificial intelligence,m,lettera,1474,1.0479750325975472,1.0473184936119087,1.0080772280130896,0.9526691915668262
grok_v01,Artificial intelligence,p,lettera,1441,1.090504869417136,0.9616669925805033,0.989524471406157,0.9087893208513774
grok_v01,Artificial intelligence,g,lettera,1417,0.9495144476414841,0.9339370503605657,0.9760063705487153,0.9106823266720905
grok_v01,Artificial intelligence,u,lettera,1383,1.0398274860745298,1.01297518500391,0.9677544904582641,1.0014121763102015
grok_v01,Artificial intelligence,h,lettera,1371,1.0595756473816647,0.9715928386476419,0.9531389223110532,0.9626055757545577
grok_v01,Artificial intelligence,f,lettera,811,1.0097707204946431,0.9419053684113812,1.0621364960064807,1.0319466776388648
grok_v01,Artificial intelligence,b,lettera,683,1.2595124916268174,0.9920456342684766,0.9180765210020643,0.9728680392635718
grok_v01,Artificial intelligence,y,lettera,611,0.9995150558224721,0.9125607363654149,0.984961398575209,0.9806764741844729
grok_v01,Artificial intelligence,and,funzione,247,1.0060092917575978,0.9530434135672837,0.9707602441530133,0.7754185376847816
grok_v01,Artificial intelligence,in,funzione,221,0.9352364809084742,1.021452173418386,0.9683024941573853,0.9021970128822684
grok_v01,Artificial intelligence,to,funzione,178,1.063854190642469,0.9557376835704211,0.9553179050924697,0.8605974547215712
grok_v01,Artificial intelligence,the,funzione,142,1.2972248402078197,0.9377044349365488,1.1990024059753595,1.5500016717035372
grok_v01,Artificial intelligence,of,funzione,112,1.1641345148518547,1.0446711612752149,0.9925770153596484,1.037126814752652
grok_v01,Artificial intelligence,by,funzione,107,0.9515792175204926,0.992175057807318,0.9471915938685952,0.8649930054396008
grok_v01,Artificial intelligence,like,keyword,72,0.8590262644845352,0.9377408115268681,0.7901972426957279,0.6992141943266491
grok_v01,Artificial intelligence,ai,keyword,66,1.3233972489581958,1.0164960552139666,1.2327920989159555,1.447650218907028
grok_v01,Artificial intelligence,learning,keyword,61,1.080114864555677,0.961686444222089,0.9984798466948838,0.97622306241032
grok_v01,Artificial intelligence,systems,keyword,50,1.0964408854215413,1.004379190305994,1.1009671885061503,1.2673545807656457
grok_v01,Artificial intelligence,intelligence,keyword,48,1.3639046353826891,0.9685376718587676,1.2415221732537958,1.3182243516423322
grok_v01,Artificial intelligence,data,keyword,56,1.0964575547076818,0.9691352349366301,1.0556680214103078,1.0961345735212988
grok_v01,Artificial intelligence,models,keyword,44,0.9816084003262706,0.9747020135733612,0.9667704964315114,0.9205227819113861
grok_v01,Artificial intelligence,from,appaiata,61,0.9147328615053744,0.9455337410684619,0.9792548181664746,0.8214612937472092
grok_v01,Artificial intelligence,or,appaiata,56,1.2284389041239947,0.9660644387359058,1.1359646497656932,1.1293242888583181
grok_v01,Artificial intelligence,with,appaiata,71,0.9767392630101701,0.9596947055469548,0.9950379574711211,0.9529713253734844
grok_v01,Artificial intelligence,such,appaiata,39,0.890233984634364,0.9756631337171807,0.847561298448528,0.6241161472616233
grok_v01,Artificial intelligence,tasks,appaiata,35,0.8059069592120233,0.9362729470346091,0.820694861425103,0.8216867922739519
grok_v01,Artificial intelligence,that,appaiata,35,0.9851541874290316,0.9389548303086,0.9222986032462832,0.9136113144780422
grok_v01,Artificial intelligence,through,appaiata,35,0.8253659880027772,1.0307799396629507,0.8414999834507956,0.6402115166499317
grok_v01,Olympic Games,vocali,vocali,18583,1.3164844638010824,1.0517034549831712,0.9280305252772137,0.5520684184153268
grok_v01,Olympic Games,spazio,spazio,8436,1.2867763297094104,0.9747628211744059,1.0241607655189207,0.4592691787226675
grok_v01,Olympic Games,e,lettera,5458,1.187032880897601,0.9369276796491106,1.0285002558651757,0.8718813085030123
grok_v01,Olympic Games,i,lettera,4598,1.1274790754563189,0.9607782424162695,0.9632819404296589,0.8556910081747474
grok_v01,Olympic Games,t,lettera,4236,1.0400796791033857,0.9950506192081031,0.9647395340686172,0.8404656804604077
grok_v01,Olympic Games,n,lettera,3933,1.1208037434858265,1.0456029295815001,1.01128710283655,0.8273583328537668
grok_v01,Olympic Games,a,lettera,3737,1.1987924539326376,0.9836909706905724,0.9070054309207466,0.8669644074072109
grok_v01,Olympic Games,o,lettera,3535,1.163868172724319,1.0147052636474196,1.0624620081961587,0.8690218786780302
grok_v01,Olympic Games,s,lettera,3264,1.152696609783,1.0142335720399516,0.9617957791546887,0.9275409662400488
grok_v01,Olympic Games,r,lettera,3113,1.0262416550000666,0.9641912198582611,1.055585007596671,0.8768175964421632
grok_v01,Olympic Games,l,lettera,2148,1.2101113848281282,0.9589363918317128,0.9272737509818502,0.9540760534901208
grok_v01,Olympic Games,c,lettera,2047,1.1447061196969213,1.0113814851536291,0.9884776950282678,0.8903661501964769
grok_v01,Olympic Games,d,lettera,1856,1.0363601802424238,0.9581016635041838,0.9548799111984058,0.9168682230860753
grok_v01,Olympic Games,h,lettera,1553,1.3417213559923302,0.9656248962583618,1.0119547419345147,0.9851938788970588
grok_v01,Olympic Games,m,lettera,1467,1.109370799473285,0.9165842450591576,0.9394840964234068,0.9773132450139124
grok_v01,Olympic Games,g,lettera,1307,1.0118198523252602,1.021046968638271,0.9999154420344013,0.9639428296912251
grok_v01,Olympic Games,p,lettera,1295,0.8803024967236912,0.9125620604645296,0.9811518273109039,0.914450209298624
grok_v01,Olympic Games,u,lettera,1255,1.168371880969218,1.020774876147314,1.0225237977042552,0.9678464999396361
grok_v01,Olympic Games,f,lettera,864,1.0954715367594667,0.985266253886885,0.9881320893627219,0.9293323529298513
grok_v01,Olympic Games,y,lettera,725,0.9170177926015209,0.9811034580504504,1.0626426811754468,1.015233468237753
grok_v01,Olympic Games,b,lettera,603,1.1847682559787085,0.9977833287536019,1.0845859073190274,1.0440471790852213
grok_v01,Olympic Games,the,funzione,470,1.452684130824462,1.0070574061517314,1.1058958183289533,1.1590513855735927
grok_v01,Olympic Games,and,funzione,329,1.0385679122034273,1.007884125323199,0.905850026886494,0.75236185242847
grok_v01,Olympic Games,in,funzione,188,1.1783708146459662,1.0337898375993693,1.0080979437947892,0.9907818044882662
grok_v01,Olympic Games,to,funzione,177,0.9677450708989325,0.9494513162103336,1.019021884376814,0.8851513676455584
grok_v01,Olympic Games,of,funzione,141,1.1326857027565909,0.9350768442966305,1.0804882863794083,1.120562022472356
grok_v01,Olympic Games,with,funzione,95,0.9593012107642002,1.0129886657269986,0.9507417229343494,0.8125370312580036
grok_v01,Olympic Games,games,keyword,107,1.0415058886635606,0.9213482420102713,1.0019918619513621,1.026490785237674
grok_v01,Olympic Games,olympic,keyword,104,1.1819942811593627,0.9822696043736356,1.0993168015997075,1.1826714271841505
grok_v01,Olympic Games,ioc,keyword,86,1.2550539792048603,0.9683786205180945,1.2483842502371236,2.4148706260653383
grok_v01,Olympic Games,like,keyword,41,0.8676570293586596,0.927990859849907,0.9037435392845231,0.8505353451075139
grok_v01,Olympic Games,international,keyword,39,1.1042265249810077,0.9452610487076599,1.073589631525899,1.6189753637229134
grok_v01,Olympic Games,sports,keyword,36,1.1711553050286465,0.918872939733525,1.135137846059866,1.6299291944305694
grok_v01,Olympic Games,host,keyword,39,1.2161040343704337,0.9695829972304745,1.1198315416360296,1.4104142501108963
grok_v01,Olympic Games,for,appaiata,94,1.118562970511403,0.9531319439375453,1.1083633012671914,1.2293052954649466
grok_v01,Olympic Games,from,appaiata,93,1.0646092245359087,1.0038304028132985,1.009615489932281,1.0507704394158954
grok_v01,Olympic Games,by,appaiata,77,1.1956215545637954,0.99905879443898,0.9871831437373201,1.0371781634171604
grok_v01,Olympic Games,at,appaiata,40,0.8765702462313452,1.0179085272437007,0.8940368202527081,0.9160956236222986
grok_v01,Olympic Games,events,appaiata,32,0.976557543869311,0.940347893731575,0.9676032169390053,0.9603320137693028
grok_v01,Olympic Games,or,appaiata,31,1.2748276411713773,0.9403057844921369,1.1676339686432202,1.5202070411777284
grok_v01,Olympic Games,billion,appaiata,30,1.457316965107638,0.9673843905850134,1.425324277132548,2.2014961451852284
grok_v01,World War II,vocali,vocali,18394,1.2329466762829528,0.9365529047746532,0.9297025582249105,0.6113609892334525
grok_v01,World War II,spazio,spazio,8561,1.2574792592422515,1.0128915432208425,0.974635349870788,0.44408978370430935
grok_v01,World War II,e,lettera,5352,1.050648366295251,0.9108539511940599,1.0005126349052902,0.8817699631055869
grok_v01,World War II,i,lettera,4308,1.3033463630179467,0.9894108905724704,1.040417200619916,0.895070596658668
grok_v01,World War II,a,lettera,4258,1.137518198452061,0.9795342034955933,0.9723410435272939,0.8775811964870303
grok_v01,World War II,n,lettera,3820,1.0638591655253613,0.9631104384063806,1.0033739805595008,0.854644160176863
grok_v01,World War II,t,lettera,3731,1.221005502555734,0.946706018966625,1.005407345886807,0.8812268831599636
grok_v01,World War II,r,lettera,3422,1.0989775379314708,0.988723035624437,0.9202254591968421,0.8903190684698472
grok_v01,World War II,o,lettera,3145,1.2677173640059718,0.9578293451522774,0.9773114046296375,0.9138146164397212
grok_v01,World War II,s,lettera,3104,1.0352536719534648,1.0229954553835603,0.9592381148404646,0.9143477694537506
grok_v01,World War II,l,lettera,2139,1.0249209119780436,1.0146473583782363,0.921889835543483,0.9790605062469908
grok_v01,World War II,d,lettera,2049,1.0960710669817393,1.034178748567257,1.0172646202754128,0.8697742490280179
grok_v01,World War II,c,lettera,1596,1.0747106593050726,1.0185948959400835,1.0187543330201903,0.9224353509400556
grok_v01,World War II,h,lettera,1389,1.0940729070542257,1.0008268914135106,0.9607963826603582,0.9473376389092528
grok_v01,World War II,u,lettera,1331,1.0122269115539926,1.029814175386583,0.9506931784735709,0.9379256788703259
grok_v01,World War II,m,lettera,1254,1.0152556491118805,1.0228461877215074,1.0012956051981559,0.9638643533835831
grok_v01,World War II,p,lettera,1230,1.1320088135376107,0.9921177421918085,0.9806361559695095,1.004344681264542
grok_v01,World War II,g,lettera,1152,0.9611616651876329,1.0112916927962845,0.9710610933405284,0.9159743915579748
grok_v01,World War II,f,lettera,1064,1.187832607316555,1.0077367084321793,0.9308930696897502,0.9727731331670505
grok_v01,World War II,y,lettera,688,1.01967171016638,0.9641640498741825,0.9809243622461562,0.9636855109170047
grok_v01,World War II,b,lettera,680,1.0671461785570937,0.9229607868399126,0.960396693374451,0.9551220137355052
grok_v01,World War II,the,funzione,404,1.083875590491127,0.9853846039510165,1.084213381927652,0.9479083395041441
grok_v01,World War II,and,funzione,345,0.8984652502253488,0.9710929537723961,0.8915192647789194,0.7155177825405387
grok_v01,World War II,of,funzione,182,1.1260604840414823,0.8682750774811824,1.1204339401318577,1.1518572265672316
grok_v01,World War II,in,funzione,173,1.200626312978789,0.9969318978912178,1.0422939883091773,1.0882761930220177
grok_v01,World War II,to,funzione,173,0.9852346542512795,0.9600919701372262,1.0345910207952222,0.9200737061808053
grok_v01,World War II,by,funzione,98,0.9798125939622343,1.0219522748564895,0.9677856254005125,0.9948666679826764
grok_v01,World War II,german,keyword,66,1.2525015019873191,1.0142937675308528,1.252806850596986,1.5508373097005814
grok_v01,World War II,soviet,keyword,62,1.4908302888330625,1.0005322823648717,1.4326532624752393,2.1949997293108154
grok_v01,World War II,allied,keyword,47,1.246055663836811,0.8911280463727631,1.2200775007609233,2.2616623344717204
grok_v01,World War II,forces,keyword,41,1.1705117244450247,0.996053443714759,1.140105925873751,1.7672013504527835
grok_v01,World War II,million,keyword,37,1.1330456877498554,1.0070356643525848,1.080574265550584,1.1812203274307738
grok_v01,World War II,troops,keyword,32,1.0851245857352867,0.8989194636777832,1.0954944070303902,1.4193609933279991
grok_v01,World War II,casualties,keyword,28,1.1441406670959284,0.9313931989633515,1.1302614981169365,0.9591532768781905
grok_v01,World War II,for,appaiata,59,1.0551114302476892,1.0195896777770175,1.0271345605184354,0.9687288309208658
grok_v01,World War II,as,appaiata,49,1.1324245109644884,0.9682779264604507,1.1235191268185163,1.3880545901169874
grok_v01,World War II,over,appaiata,42,0.8891623400208147,0.9900973588835882,0.8974695381021179,0.8360551291567585
grok_v01,World War II,war,appaiata,43,1.167994788193633,0.9444804641169725,1.1558567451182329,1.3694414084515516
grok_v01,World War II,but,appaiata,32,0.8297756774973922,0.9810209693142058,0.8613072805661233,0.840478295182001
grok_v01,World War II,at,appaiata,27,1.1432375599055549,0.9438117900039025,1.0421393086674458,1.3529615305049432
grok_v01,World War II,military,appaiata,27,0.9587848100458345,0.9522742588392542,0.9652597076795564,0.986510424665481
grok_v01,World War I,vocali,vocali,18633,1.265072648112873,1.0257210829379522,1.0104796879490767,0.5677917277460928
grok_v01,World War I,spazio,spazio,8486,1.2998962380507675,0.9745035834174849,0.9310677572183138,0.4509677281636629
grok_v01,World War I,e,lettera,5303,1.1761228117817777,0.9614108558258403,1.0017166318424364,0.8866548712244497
grok_v01,World War I,a,lettera,4440,1.302527551975104,1.0024328722778162,0.9814283142655996,0.857742371322277
grok_v01,World War I,i,lettera,4281,1.355684496196773,1.0098927980640218,1.0354514679744977,0.9295909282457228
grok_v01,World War I,n,lettera,4006,1.1636113766301992,1.019137813094465,0.9399725183988226,0.8229939109791065
grok_v01,World War I,t,lettera,3954,1.0635219133656075,0.9672852357668628,1.0229509379783217,0.8672400304183566
grok_v01,World War I,r,lettera,3591,1.0502787175980637,1.0908978053309566,0.9266282875658914,0.817009161562082
grok_v01,World War I,s,lettera,3178,1.1108394465370603,1.0022482651087607,1.0171614330706351,0.9400017317436946
grok_v01,World War I,o,lettera,3125,0.9573506581830908,1.0195780507740408,0.9744302859131387,0.9180247660033513
grok_v01,World War I,l,lettera,2144,1.032268589941593,0.9528762222421427,0.9381625461454882,0.9913312432228033
grok_v01,World War I,d,lettera,1964,1.0564369720205649,1.0761323498517648,0.9839479005649459,0.9162559487447873
grok_v01,World War I,c,lettera,1559,1.0886479931149773,0.9986699919512372,0.9912342927412917,0.9069578970151968
grok_v01,World War I,u,lettera,1484,1.2143765841314789,0.9680067528146932,0.9264705940390483,0.9866906489397254
grok_v01,World War I,h,lettera,1453,1.1704251507634662,0.8929031134082442,0.976234467578716,0.9467976320748176
grok_v01,World War I,m,lettera,1302,1.0689126645212772,0.9845966193568468,1.046139338830984,1.0063576653671378
grok_v01,World War I,g,lettera,1253,1.0854749742269976,0.9972545019231616,0.9970126877048525,0.910940990515962
grok_v01,World War I,p,lettera,1082,0.936163813483565,0.9631094832861161,0.932974156973733,0.9808063539102769
grok_v01,World War I,f,lettera,1017,1.0931463183475456,0.9375159265673229,1.0170568515955256,1.0229958737129834
grok_v01,World War I,b,lettera,762,1.1295866272146162,1.0027551854531185,0.9846026632538941,0.9783514877694203
grok_v01,World War I,y,lettera,610,0.9989703787359722,0.9875017255492526,0.9965038757546273,0.9596480896847636
grok_v01,World War I,the,funzione,418,1.251110639976604,0.9670124663935722,1.0685337789823386,1.1057435665130673
grok_v01,World War I,and,funzione,298,1.256510514935983,0.9664588578661085,1.0080204255747935,0.9089924836755867
grok_v01,World War I,to,funzione,196,0.9846208462361321,0.9583026652464893,0.9047673763508599,0.8727875767573973
grok_v01,World War I,of,funzione,186,1.1756332232818842,0.9836398223478912,1.039543202204569,1.0525383680201832
grok_v01,World War I,in,funzione,155,1.0105435254031514,0.9604182228425323,1.0311034504545225,0.9069597889673978
grok_v01,World War I,on,funzione,113,1.2721914425320455,0.9513561016455819,1.1372740242529054,1.3778184604966819
grok_v01,World War I,german,keyword,71,1.313816292447757,1.004712079815666,1.1771869384620308,1.599553706622753
grok_v01,World War I,august,keyword,37,1.2876283494307206,1.020855543196209,1.268441962475333,1.5770069319307658
grok_v01,World War I,austria-hungary,keyword,40,1.1605813773666205,0.9806855798215137,1.0859349760721433,1.2338793400731558
grok_v01,World War I,million,keyword,32,1.1736025130502064,0.978143052077089,1.0935585571288595,1.6784043797340449
grok_v01,World War I,forces,keyword,32,1.0371230274363377,0.9562285573000873,1.0368800519645915,1.2636433464472179
grok_v01,World War I,russian,keyword,33,1.5108619127555538,1.010031443575164,1.360534358950139,1.7202608411704983
grok_v01,World War I,germany,keyword,43,1.2423222564258996,0.961532828646016,1.163372924112952,1.4892224621211252
grok_v01,World War I,from,appaiata,67,1.1360806931292158,0.9605783705905879,1.0671844538221158,1.0861453142535469
grok_v01,World War I,under,appaiata,37,1.0249565710823278,0.918400083628117,1.0294418016283833,0.9934060809597007
grok_v01,World War I,against,appaiata,34,0.9890350936430145,1.0308894576427179,0.945551934580971,1.006872731332736
grok_v01,World War I,but,appaiata,34,0.8865814166079523,0.9996819314391979,0.8808963949349184,0.7414871607323308
grok_v01,World War I,that,appaiata,30,0.955014185270649,0.884669172420424,0.9348805504568215,0.8205719094105007
grok_v01,World War I,which,appaiata,29,1.019614366286924,1.0119418488898662,0.9952618531324798,1.0304915921638653
grok_v01,World War I,including,appaiata,27,0.9618441476111739,1.0240742824937092,0.9629931198435274,1.0435129238351404
grok_v01,Hinduism,vocali,vocali,18752,1.0853236173398593,0.8711296781731486,1.0387931443823943,0.542404122969029
grok_v01,Hinduism,spazio,spazio,8185,1.1950040734492773,0.9377921357884436,0.9935402072464311,0.4518012266812707
grok_v01,Hinduism,a,lettera,4866,1.3040170684374766,1.0315523490627727,0.9752127547216292,0.9503927882811505
grok_v01,Hinduism,i,lettera,4808,1.151633609275526,1.0231788075875534,1.0091602172449947,0.8531578783444365
grok_v01,Hinduism,e,lettera,4730,1.0275354874307991,0.9190387752842041,0.9572292789229494,0.9289244574784499
grok_v01,Hinduism,t,lettera,3876,1.085759844450991,0.9592514480496032,0.9484695283309033,0.883161985938567
grok_v01,Hinduism,n,lettera,3666,1.1642980524534678,1.0030517599447604,0.9830860439440899,0.8350946107310261
grok_v01,Hinduism,s,lettera,3539,0.9977494966660398,0.9852377100282433,0.9524000468215069,0.8943113536827199
grok_v01,Hinduism,r,lettera,3197,1.1021910243207815,1.0360280924209315,0.8764305104767587,0.8670219064557034
grok_v01,Hinduism,o,lettera,2941,1.2209365160930692,1.0048667269305005,1.0123902594453782,0.9846665692566167
grok_v01,Hinduism,d,lettera,2153,1.0799563000249117,1.0499247587445588,0.9605470444305286,0.8698267491524917
grok_v01,Hinduism,h,lettera,1980,1.1316121284472327,1.0033190880230982,0.9569781444896582,1.0074048908343443
grok_v01,Hinduism,c,lettera,1963,1.0948586448113238,0.9978251256635849,0.9601927206352379,0.990108336033836
grok_v01,Hinduism,l,lettera,1887,1.005156062975225,1.0101773132804757,0.9508542221408091,0.9779094333915054
grok_v01,Hinduism,u,lettera,1407,1.032851937077382,1.0192136060232146,0.9969809417493906,0.9173699474874865
grok_v01,Hinduism,m,lettera,1388,1.0437545196446119,0.9629438324738936,1.078743426143353,0.9981119233656045
grok_v01,Hinduism,p,lettera,1136,1.0582319005600056,0.9914501243705242,1.1045469538653343,1.0046475858891517
grok_v01,Hinduism,g,lettera,996,0.8739988150379219,0.9136459865226318,1.0132725185567053,0.9218353030400883
grok_v01,Hinduism,y,lettera,799,1.2436834170513684,1.049009026776244,1.001539905728978,0.9497125439659772
grok_v01,Hinduism,v,lettera,796,1.0390611078900052,0.9310517910346415,0.9866268739164189,1.0213001832975586
grok_v01,Hinduism,f,lettera,709,1.139557493583778,0.928608898649093,0.9777215478519358,0.9465296692927145
grok_v01,Hinduism,and,funzione,343,1.0728977064206067,1.0355475772573703,0.9409432746070405,0.7931705073182503
grok_v01,Hinduism,the,funzione,301,1.2860922476596792,1.0090443667280484,1.0492797431726115,1.1209532394154096
grok_v01,Hinduism,to,funzione,162,1.0480776696925416,0.9731735181420246,1.0386439107348469,1.092152380021035
grok_v01,Hinduism,in,funzione,156,1.1659894266510744,0.9806037497073703,0.9723278884907716,1.069852306371883
grok_v01,Hinduism,as,funzione,139,1.1555865120232893,1.0075009756259554,1.0172550998646008,0.9218687172051141
grok_v01,Hinduism,of,funzione,132,1.0931292886720692,1.0493275267609607,1.0959662123741383,1.0787089483844825
grok_v01,Hinduism,like,keyword,77,0.9388057300314528,0.9328864967368989,0.9274375237239888,0.850786420234165
grok_v01,Hinduism,vedic,keyword,79,1.1880749881321162,0.967951615526568,1.1056419594958595,1.2790416469726513
grok_v01,Hinduism,bce,keyword,67,1.191435435057962,1.009582621900169,1.1715706445093537,1.9941375436402333
grok_v01,Hinduism,ce,keyword,57,1.5424077623373214,0.9514209968060511,1.350326240819743,2.069167241575138
grok_v01,Hinduism,hindu,keyword,56,1.2312229344965608,1.0063458968351624,1.1039963834706985,1.2315243269795024
grok_v01,Hinduism,texts,keyword,39,1.0620564287954768,0.9980741875959357,0.9951366048045539,1.2633271269476714
grok_v01,Hinduism,dharma,keyword,32,1.2436486697571338,0.9363696036906873,1.1350813771796486,1.5895818726166056
grok_v01,Hinduism,by,appaiata,72,1.027175039642738,1.028624569508075,1.0077301130479486,0.9859706705001309
grok_v01,Hinduism,for,appaiata,69,1.1190177492063116,0.9942388531380022,1.0480380702436298,1.0623761893455277
grok_v01,Hinduism,from,appaiata,65,0.9795328225757625,1.0956464056588349,0.9623146912582579,0.9170898727918682
grok_v01,Hinduism,or,appaiata,48,1.175255337528093,0.9132422701636851,1.1543986441928562,2.061309615349668
grok_v01,Hinduism,on,appaiata,45,0.9041073543755129,0.9705734233511999,0.8766858411607571,0.8025458565852572
grok_v01,Hinduism,th,appaiata,35,1.1479969263537975,0.975816237459593,1.1287996054243459,1.771592413729986
grok_v01,Hinduism,such,appaiata,30,0.9787310608035299,0.9423086644157794,0.9743890272820773,0.9961200649764814
grok_v01,Adolf Hitler,vocali,vocali,18385,1.2061983193875225,0.9961218575308713,0.987070369635318,0.5861844052022248
grok_v01,Adolf Hitler,spazio,spazio,8614,1.2271573656472647,0.9798016561519886,1.0092482497774278,0.46625151410453514
grok_v01,Adolf Hitler,e,lettera,5400,0.9977919587923437,0.9697477406952656,0.9539948539577027,0.85450356738519
grok_v01,Adolf Hitler,i,lettera,4560,1.097124272677576,1.058476462622265,1.0988395644165714,0.8736843083444498
grok_v01,Adolf Hitler,a,lettera,4051,1.054719019800456,0.9622608706137036,0.9448751697710182,0.8450588847712134
grok_v01,Adolf Hitler,t,lettera,3948,0.9663766243022733,0.9784691576403324,1.0176037853704676,0.8542958283914356
grok_v01,Adolf Hitler,n,lettera,3725,1.1270539527970034,1.0061181061826527,1.0135658143644397,0.8736053039668228
grok_v01,Adolf Hitler,r,lettera,3612,1.020909192629005,0.9562273059786404,0.9984753876736424,0.8432747562782824
grok_v01,Adolf Hitler,o,lettera,3125,0.9877397868388855,0.9837281498625655,0.9058482869462079,0.8804723771789178
grok_v01,Adolf Hitler,s,lettera,2958,1.0136814267367078,0.9706151008489154,1.0813653328511066,0.9720830753625622
grok_v01,Adolf Hitler,l,lettera,2260,1.1124401639574835,1.0213974308796698,0.9498699372180258,0.9501435261344086
grok_v01,Adolf Hitler,d,lettera,2036,1.045436303886531,0.9941247090591182,0.9778246111635797,0.8728043835690461
grok_v01,Adolf Hitler,h,lettera,1884,1.211443276699535,0.997967386468695,0.9983485795991385,0.9576936938252794
grok_v01,Adolf Hitler,c,lettera,1669,1.1918410743023695,1.0195821600321937,0.9598108946955363,0.9609646616568254
grok_v01,Adolf Hitler,m,lettera,1387,0.9487100464824203,0.936315261865705,1.032991936759534,0.9224064214109007
grok_v01,Adolf Hitler,u,lettera,1249,1.0880134922083637,1.0063948533526668,0.9984431364619663,0.9526388651129369
grok_v01,Adolf Hitler,p,lettera,1185,1.1128880698826378,0.9782155650487255,0.8911340775434015,0.9901475454941498
grok_v01,Adolf Hitler,g,lettera,1136,1.0774931318359169,0.9729310797550236,1.0059710579179475,0.9002084496170183
grok_v01,Adolf Hitler,f,lettera,957,0.9731607946680894,0.9692291813092483,0.952285038342184,1.0059585391851629
grok_v01,Adolf Hitler,y,lettera,775,1.0293739137272033,1.0018507396484633,0.9844144061213532,0.9598045835401903
grok_v01,Adolf Hitler,b,lettera,644,0.9395132432773222,1.0388203899389126,1.0017845304644764,0.9378716817363141
grok_v01,Adolf Hitler,the,funzione,401,1.1859837229021695,0.9670026319574715,1.019490309773253,1.037111688978115
grok_v01,Adolf Hitler,and,funzione,309,0.9387393675769856,1.016722914535679,0.903765708931464,0.7398881857771511
grok_v01,Adolf Hitler,to,funzione,212,0.9073741531059133,1.0317574670239849,0.9863990123343943,0.9108862442161322
grok_v01,Adolf Hitler,in,funzione,199,1.2053492287394825,0.9813778591748865,1.0968802816607937,1.1557310382371528
grok_v01,Adolf Hitler,of,funzione,193,1.1147643428979623,0.9752124791800848,1.0424157989578406,1.0427313866501209
grok_v01,Adolf Hitler,by,funzione,117,1.042586990064763,1.056117604896395,1.005361902514199,1.01027120985804
grok_v01,Adolf Hitler,hitler,keyword,124,1.0179095272525687,1.0157241345053145,0.9153404945043072,0.8367436331777136
grok_v01,Adolf Hitler,german,keyword,39,1.0878271140283637,1.0205925409375147,1.0620350251393746,1.145717687621786
grok_v01,Adolf Hitler,party,keyword,48,1.3246763230055865,1.0299022206224453,1.334187282118318,2.032828700460794
grok_v01,Adolf Hitler,hitler's,keyword,28,1.0769214750110698,0.9247239868517788,1.0121454197026036,0.8917094817118383
grok_v01,Adolf Hitler,national,keyword,25,1.0928595170062483,0.9525587046969317,1.1008997197091865,1.6700230122934674
grok_v01,Adolf Hitler,amid,keyword,23,0.8873999087639698,1.0265403139531628,0.9001222509325434,0.7157496321723614
